,Player,Tm,Pos,G_x,MP_x,PER,TS%,3PAr,TRB%,USG%,TOV%,ORB%,G_y,MP_y,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
311,Damyean Dotson,NYK,SG,48,836,10.9,0.527,0.562,5.8,16.5,6.5,1.2,48,836,290,59,163,61,127,22,33,10,81,91,57,23,4,21,44,321
312,Sekou Doumbouya,DET,SF,38,754,6.2,0.474,0.415,8.9,16.9,12.0,3.0,38,754,236,28,98,64,138,31,46,20,98,118,19,20,8,35,80,243
313,PJ Dozier,DEN,PG,29,412,11.6,0.495,0.312,7.5,20.8,13.7,2.7,29,412,157,17,49,48,108,21,29,10,45,55,63,14,6,27,45,168
314,Goran Dragic,MIA,PG,59,1663,16.3,0.573,0.467,6.3,25.9,14.8,2.0,59,1663,724,124,338,195,386,191,246,29,158,187,301,40,10,144,124,953
315,Andre Drummond,TOT,C,57,1879,22.0,0.5529999999999999,0.045,26.0,25.9,18.2,14.9,57,1879,784,5,35,413,749,169,294,250,614,864,152,109,93,203,201,1010
316,Andre Drummond,TOT,C,57,1879,22.0,0.5529999999999999,0.045,26.0,25.9,18.2,14.9,49,1654,679,1,21,359,658,149,255,226,549,775,138,97,82,174,176,870
317,Andre Drummond,TOT,C,57,1879,22.0,0.5529999999999999,0.045,26.0,25.9,18.2,14.9,8,225,105,4,14,54,91,20,39,24,65,89,14,12,11,29,25,140
318,Andre Drummond,TOT,C,49,1654,22.1,0.55,0.031,26.6,25.5,18.0,15.3,57,1879,784,5,35,413,749,169,294,250,614,864,152,109,93,203,201,1010
319,Andre Drummond,TOT,C,49,1654,22.1,0.55,0.031,26.6,25.5,18.0,15.3,49,1654,679,1,21,359,658,149,255,226,549,775,138,97,82,174,176,870
320,Andre Drummond,TOT,C,49,1654,22.1,0.55,0.031,26.6,25.5,18.0,15.3,8,225,105,4,14,54,91,20,39,24,65,89,14,12,11,29,25,140
321,Andre Drummond,TOT,C,8,225,21.1,0.573,0.133,22.0,28.7,19.2,11.7,57,1879,784,5,35,413,749,169,294,250,614,864,152,109,93,203,201,1010
322,Andre Drummond,TOT,C,8,225,21.1,0.573,0.133,22.0,28.7,19.2,11.7,49,1654,679,1,21,359,658,149,255,226,549,775,138,97,82,174,176,870
323,Andre Drummond,TOT,C,8,225,21.1,0.573,0.133,22.0,28.7,19.2,11.7,8,225,105,4,14,54,91,20,39,24,65,89,14,12,11,29,25,140
324,Jared Dudley,LAL,SF,45,364,7.8,0.5579999999999999,0.7,7.8,8.0,11.6,1.8,45,364,60,18,42,6,18,2,2,6,46,52,28,15,3,8,41,68
325,Kris Dunn,CHI,PG,51,1269,12.1,0.51,0.327,8.1,14.6,15.7,1.9,51,1269,342,29,112,123,230,40,54,23,163,186,173,101,17,68,158,373
326,Carsen Edwards,BOS,SG,37,351,6.9,0.444,0.594,7.2,18.4,9.9,1.9,37,351,128,24,76,18,52,13,19,6,41,47,24,12,4,15,34,121
327,Henry Ellenson,BRK,PF,5,15,-1.3,0.14300000000000002,0.5710000000000001,20.7,19.5,0.0,14.1,5,15,7,0,4,1,3,0,0,2,4,6,1,0,0,0,1,2
328,Wayne Ellington,NYK,SG,36,558,8.5,0.509,0.8220000000000001,6.2,15.0,9.1,0.7,36,558,174,50,143,11,31,11,13,4,61,65,44,13,4,18,41,183
329,Joel Embiid,PHI,C,51,1506,25.8,0.59,0.215,21.7,32.9,13.8,10.3,51,1506,801,57,172,325,629,351,435,141,452,593,152,45,65,159,174,1172
330,James Ennis,TOT,SF,69,1265,11.5,0.565,0.47100000000000003,10.6,15.7,12.6,6.1,69,1265,359,55,169,105,190,79,98,71,174,245,63,35,22,58,137,454
331,James Ennis,TOT,SF,69,1265,11.5,0.565,0.47100000000000003,10.6,15.7,12.6,6.1,49,776,226,37,106,63,120,48,61,48,102,150,41,23,14,31,85,285
332,James Ennis,TOT,SF,69,1265,11.5,0.565,0.47100000000000003,10.6,15.7,12.6,6.1,20,489,133,18,63,42,70,31,37,23,72,95,22,12,8,27,52,169
333,James Ennis,TOT,SF,49,776,12.3,0.564,0.469,10.7,15.7,10.9,6.8,69,1265,359,55,169,105,190,79,98,71,174,245,63,35,22,58,137,454
334,James Ennis,TOT,SF,49,776,12.3,0.564,0.469,10.7,15.7,10.9,6.8,49,776,226,37,106,63,120,48,61,48,102,150,41,23,14,31,85,285
335,James Ennis,TOT,SF,49,776,12.3,0.564,0.469,10.7,15.7,10.9,6.8,20,489,133,18,63,42,70,31,37,23,72,95,22,12,8,27,52,169
336,James Ennis,TOT,SF,20,489,10.3,0.5660000000000001,0.474,10.5,15.6,15.3,4.9,69,1265,359,55,169,105,190,79,98,71,174,245,63,35,22,58,137,454
337,James Ennis,TOT,SF,20,489,10.3,0.5660000000000001,0.474,10.5,15.6,15.3,4.9,49,776,226,37,106,63,120,48,61,48,102,150,41,23,14,31,85,285
338,James Ennis,TOT,SF,20,489,10.3,0.5660000000000001,0.474,10.5,15.6,15.3,4.9,20,489,133,18,63,42,70,31,37,23,72,95,22,12,8,27,52,169
339,Drew Eubanks,SAS,PF,22,272,17.3,0.682,0.015,16.8,15.8,21.1,11.1,22,272,67,1,1,42,66,20,26,28,57,85,15,5,17,21,37,107
340,Jacob Evans,TOT,SG,29,418,5.5,0.436,0.29100000000000004,5.3,17.5,14.6,2.3,29,418,134,13,39,32,95,25,29,9,32,41,31,11,12,25,41,128
341,Jacob Evans,TOT,SG,29,418,5.5,0.436,0.29100000000000004,5.3,17.5,14.6,2.3,27,414,133,13,38,32,95,25,29,9,32,41,31,11,12,25,41,128
342,Jacob Evans,TOT,SG,29,418,5.5,0.436,0.29100000000000004,5.3,17.5,14.6,2.3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Jacob Evans,TOT,SG,27,414,5.6,0.439,0.28600000000000003,5.4,17.6,14.6,2.3,29,418,134,13,39,32,95,25,29,9,32,41,31,11,12,25,41,128
344,Jacob Evans,TOT,SG,27,414,5.6,0.439,0.28600000000000003,5.4,17.6,14.6,2.3,27,414,133,13,38,32,95,25,29,9,32,41,31,11,12,25,41,128
345,Jacob Evans,TOT,SG,27,414,5.6,0.439,0.28600000000000003,5.4,17.6,14.6,2.3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Jacob Evans,TOT,SG,2,4,-9.6,0.0,1.0,0.0,10.3,0.0,0.0,29,418,134,13,39,32,95,25,29,9,32,41,31,11,12,25,41,128
347,Jacob Evans,TOT,SG,2,4,-9.6,0.0,1.0,0.0,10.3,0.0,0.0,27,414,133,13,38,32,95,25,29,9,32,41,31,11,12,25,41,128
348,Jacob Evans,TOT,SG,2,4,-9.6,0.0,1.0,0.0,10.3,0.0,0.0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Dante Exum,TOT,SG,35,485,10.3,0.5760000000000001,0.361,7.7,15.0,18.4,2.7,35,485,119,15,43,41,76,32,43,12,55,67,40,13,8,31,38,159
350,Dante Exum,TOT,SG,35,485,10.3,0.5760000000000001,0.361,7.7,15.0,18.4,2.7,11,83,23,2,6,8,17,2,2,3,9,12,7,1,2,10,8,24
351,Dante Exum,TOT,SG,35,485,10.3,0.5760000000000001,0.361,7.7,15.0,18.4,2.7,24,402,96,13,37,33,59,30,41,9,46,55,33,12,6,21,30,135
352,Dante Exum,TOT,SG,11,83,4.8,0.503,0.261,8.0,17.8,29.5,4.1,35,485,119,15,43,41,76,32,43,12,55,67,40,13,8,31,38,159
353,Dante Exum,TOT,SG,11,83,4.8,0.503,0.261,8.0,17.8,29.5,4.1,11,83,23,2,6,8,17,2,2,3,9,12,7,1,2,10,8,24
354,Dante Exum,TOT,SG,11,83,4.8,0.503,0.261,8.0,17.8,29.5,4.1,24,402,96,13,37,33,59,30,41,9,46,55,33,12,6,21,30,135
355,Dante Exum,TOT,SG,24,402,11.5,0.5920000000000001,0.385,7.6,14.4,15.6,2.5,35,485,119,15,43,41,76,32,43,12,55,67,40,13,8,31,38,159
356,Dante Exum,TOT,SG,24,402,11.5,0.5920000000000001,0.385,7.6,14.4,15.6,2.5,11,83,23,2,6,8,17,2,2,3,9,12,7,1,2,10,8,24
357,Dante Exum,TOT,SG,24,402,11.5,0.5920000000000001,0.385,7.6,14.4,15.6,2.5,24,402,96,13,37,33,59,30,41,9,46,55,33,12,6,21,30,135
358,Tacko Fall,BOS,C,7,33,28.4,0.7509999999999999,0.0,24.3,23.7,16.4,3.3,7,33,14,0,0,11,14,1,3,1,14,15,1,1,4,3,7,23
359,Derrick Favors,NOP,C,51,1243,18.5,0.62,0.021,21.4,14.0,12.9,13.9,51,1243,339,1,7,208,332,40,71,163,338,501,81,30,46,55,107,459
360,Cristiano Felicio,CHI,PF,22,386,12.8,0.6709999999999999,0.037000000000000005,14.6,9.1,21.9,15.0,22,386,54,0,2,34,52,18,23,55,47,102,16,10,2,18,34,86
361,Terrance Ferguson,OKC,SF,56,1257,3.7,0.48100000000000004,0.764,3.3,9.1,11.9,2.1,56,1257,220,49,168,29,52,15,20,23,51,74,51,27,17,31,155,220
362,Bruno Fernando,ATL,C,56,713,11.9,0.542,0.18600000000000003,15.0,15.3,15.9,10.0,56,713,199,5,37,98,162,29,51,67,131,198,49,18,17,42,107,240
363,Yogi Ferrell,SAC,PG,50,530,12.2,0.528,0.42,5.2,19.2,11.9,1.2,50,530,188,24,79,55,109,36,42,6,43,49,69,18,4,28,38,218
364,Dorian Finney-Smith,DAL,PF,71,2120,12.3,0.595,0.58,10.0,12.9,10.8,7.3,71,2120,522,114,303,129,219,78,108,145,260,405,114,45,39,69,178,678
365,Bryn Forbes,SAS,SG,63,1579,11.1,0.57,0.6559999999999999,4.3,18.5,8.4,0.8,63,1579,581,148,381,94,200,75,90,12,114,126,108,33,0,57,113,707
366,Evan Fournier,ORL,SG,66,2076,16.4,0.595,0.467,4.4,23.9,10.9,0.9,66,2076,929,173,434,261,495,180,220,18,153,171,209,71,15,125,161,1221
367,De'Aaron Fox,SAC,PG,51,1634,20.6,0.5579999999999999,0.22699999999999998,6.8,29.8,14.1,2.4,51,1634,815,54,185,337,630,241,342,35,161,196,348,74,25,158,145,1077
368,Melvin Frazier,ORL,SG,19,126,9.8,0.5589999999999999,0.47100000000000003,4.3,14.0,12.3,1.7,19,126,34,8,16,7,18,2,4,2,8,10,3,9,2,5,11,40
369,Michael Frazier,HOU,SG,13,145,-0.9,0.384,0.7929999999999999,3.6,11.5,12.5,0.7,13,145,29,4,23,3,6,9,14,1,9,10,2,2,0,5,22,27
370,Tim Frazier,DET,PG,27,355,9.8,0.46399999999999997,0.319,5.3,17.3,25.6,2.8,27,355,94,10,30,24,64,19,24,9,24,33,93,14,4,36,42,97
371,Markelle Fultz,ORL,PG,72,1996,14.3,0.517,0.175,6.4,21.4,14.9,2.1,72,1996,772,36,135,323,637,116,159,41,197,238,369,90,11,147,142,870
372,Wenyen Gabriel,TOT,PF,30,235,9.6,0.546,0.41700000000000004,11.7,13.4,21.7,9.5,30,235,48,6,20,15,28,15,22,21,31,52,8,11,7,16,39,63
373,Wenyen Gabriel,TOT,PF,30,235,9.6,0.546,0.41700000000000004,11.7,13.4,21.7,9.5,11,61,17,1,8,5,9,6,10,4,6,10,3,3,2,5,7,19
374,Wenyen Gabriel,TOT,PF,30,235,9.6,0.546,0.41700000000000004,11.7,13.4,21.7,9.5,19,174,31,5,12,10,19,9,12,17,25,42,5,8,5,11,32,44
375,Wenyen Gabriel,TOT,PF,11,61,7.4,0.444,0.47100000000000003,9.2,18.8,18.9,7.2,30,235,48,6,20,15,28,15,22,21,31,52,8,11,7,16,39,63
376,Wenyen Gabriel,TOT,PF,11,61,7.4,0.444,0.47100000000000003,9.2,18.8,18.9,7.2,11,61,17,1,8,5,9,6,10,4,6,10,3,3,2,5,7,19
377,Wenyen Gabriel,TOT,PF,11,61,7.4,0.444,0.47100000000000003,9.2,18.8,18.9,7.2,19,174,31,5,12,10,19,9,12,17,25,42,5,8,5,11,32,44
378,Wenyen Gabriel,TOT,PF,19,174,10.3,0.606,0.387,12.6,11.5,23.3,10.3,30,235,48,6,20,15,28,15,22,21,31,52,8,11,7,16,39,63
379,Wenyen Gabriel,TOT,PF,19,174,10.3,0.606,0.387,12.6,11.5,23.3,10.3,11,61,17,1,8,5,9,6,10,4,6,10,3,3,2,5,7,19
380,Wenyen Gabriel,TOT,PF,19,174,10.3,0.606,0.387,12.6,11.5,23.3,10.3,19,174,31,5,12,10,19,9,12,17,25,42,5,8,5,11,32,44
381,Daniel Gafford,CHI,C,43,609,16.2,0.6859999999999999,0.0,9.6,13.3,15.3,9.0,43,609,134,0,0,94,134,32,60,52,54,106,21,13,56,29,98,220
382,Danilo Gallinari,OKC,PF,62,1834,19.5,0.612,0.537,9.7,24.6,7.4,2.1,62,1834,817,178,439,180,378,266,298,34,288,322,119,42,5,76,75,1160
383,Langston Galloway,DET,SG,66,1702,12.3,0.584,0.611,5.0,15.9,6.5,2.2,66,1702,542,132,331,104,211,73,85,33,116,149,101,48,11,40,96,677
384,Darius Garland,CLE,PG,59,1824,8.5,0.498,0.423,3.4,20.7,17.1,1.6,59,1824,699,105,296,175,403,63,72,27,84,111,229,42,4,151,92,728
385,Marc Gasol,TOR,C,44,1161,11.8,0.551,0.53,12.5,13.2,16.4,2.9,44,1161,279,57,148,62,131,36,49,31,244,275,147,34,38,59,124,331
386,Rudy Gay,SAS,PF,67,1461,15.4,0.5529999999999999,0.369,13.4,22.0,11.8,4.5,67,1461,596,74,220,192,376,120,136,61,301,362,114,35,33,88,103,726
387,Paul George,LAC,SF,48,1419,21.1,0.589,0.48700000000000004,10.0,29.6,12.5,1.8,48,1419,782,157,381,186,401,190,217,24,248,272,185,68,20,125,113,1033
388,Taj Gibson,NYK,C,62,1025,16.1,0.61,0.049,13.9,14.8,13.1,11.2,62,1025,286,4,14,163,272,41,56,111,156,267,52,27,30,47,122,379
389,Harry Giles,SAC,PF,46,667,16.4,0.58,0.008,15.9,20.6,13.9,7.1,46,667,251,0,2,139,249,38,49,43,145,188,60,22,18,44,119,316
390,Shai Gilgeous-Alexander,OKC,SG,70,2428,17.7,0.568,0.247,9.4,23.7,10.3,2.2,70,2428,1015,87,251,391,764,288,357,47,365,412,232,79,47,134,117,1331
391,Rudy Gobert,UTA,C,68,2333,21.7,0.6990000000000001,0.0,21.6,16.2,15.0,11.2,68,2333,557,0,0,386,557,254,403,230,686,916,101,51,135,130,215,1026
392,Brandon Goodwin,ATL,PG,34,430,11.6,0.507,0.45799999999999996,9.0,22.4,12.5,2.7,34,430,190,26,87,50,103,28,30,11,61,72,51,12,4,29,43,206
393,Aaron Gordon,ORL,PF,62,2017,15.1,0.516,0.309,12.7,20.7,10.4,5.5,62,2017,767,73,237,262,530,151,224,107,368,475,228,51,39,100,125,894
394,Eric Gordon,HOU,SF,36,1016,10.3,0.51,0.654,3.7,22.5,7.8,0.9,36,1016,463,96,303,75,160,82,107,9,62,71,54,23,13,43,70,520
395,Devonte' Graham,CHO,PG,63,2211,15.8,0.537,0.607,5.2,24.8,14.5,2.0,63,2211,963,218,585,150,378,191,233,42,170,212,471,62,15,181,115,1145
396,Treveon Graham,TOT,SG,55,929,6.6,0.456,0.496,8.6,13.1,9.8,5.7,55,929,242,33,120,54,122,36,56,51,99,150,45,24,6,29,102,243
397,Treveon Graham,TOT,SG,55,929,6.6,0.456,0.496,8.6,13.1,9.8,5.7,33,663,175,20,83,42,92,27,37,29,71,100,30,17,2,19,66,171
398,Treveon Graham,TOT,SG,55,929,6.6,0.456,0.496,8.6,13.1,9.8,5.7,22,266,67,13,37,12,30,9,19,22,28,50,15,7,4,10,36,72
399,Treveon Graham,TOT,SG,33,663,6.0,0.447,0.474,8.0,13.1,9.0,4.5,55,929,242,33,120,54,122,36,56,51,99,150,45,24,6,29,102,243
400,Treveon Graham,TOT,SG,33,663,6.0,0.447,0.474,8.0,13.1,9.0,4.5,33,663,175,20,83,42,92,27,37,29,71,100,30,17,2,19,66,171
401,Treveon Graham,TOT,SG,33,663,6.0,0.447,0.474,8.0,13.1,9.0,4.5,22,266,67,13,37,12,30,9,19,22,28,50,15,7,4,10,36,72
402,Treveon Graham,TOT,SG,22,266,8.0,0.478,0.552,10.1,13.3,11.7,8.8,55,929,242,33,120,54,122,36,56,51,99,150,45,24,6,29,102,243
403,Treveon Graham,TOT,SG,22,266,8.0,0.478,0.552,10.1,13.3,11.7,8.8,33,663,175,20,83,42,92,27,37,29,71,100,30,17,2,19,66,171
404,Treveon Graham,TOT,SG,22,266,8.0,0.478,0.552,10.1,13.3,11.7,8.8,22,266,67,13,37,12,30,9,19,22,28,50,15,7,4,10,36,72
405,Jerami Grant,DEN,PF,71,1892,14.4,0.591,0.397,7.3,18.0,8.0,3.4,71,1892,634,98,252,205,382,147,196,58,190,248,88,50,57,63,154,851
406,Jerian Grant,WAS,PG,6,80,6.6,0.449,0.29600000000000004,4.1,17.2,9.1,2.6,6,80,27,2,8,8,19,5,7,2,4,6,9,1,1,3,11,27
407,Josh Gray,NOP,PG,2,23,-5.0,0.5,0.0,4.6,12.5,71.4,4.6,2,23,2,0,0,1,2,0,0,1,1,2,2,0,0,5,1,2
408,Danny Green,LAL,SG,68,1687,10.8,0.552,0.69,7.3,13.9,11.3,3.3,68,1687,474,120,327,77,147,33,48,51,174,225,91,85,32,63,136,547
409,Draymond Green,GSW,PF,43,1222,12.5,0.489,0.408,11.8,15.7,21.8,2.0,43,1222,316,36,129,87,187,63,83,23,243,266,266,59,33,98,110,345
410,JaMychal Green,LAC,PF,63,1307,11.1,0.5760000000000001,0.6759999999999999,15.4,13.7,12.6,6.3,63,1307,352,92,238,59,114,36,48,77,311,388,49,29,24,54,174,430
411,Javonte Green,BOS,SF,48,468,13.1,0.564,0.262,10.6,15.3,13.7,5.6,48,468,126,9,33,54,93,28,42,24,69,93,26,24,8,23,43,163
412,Jeff Green,TOT,PF-C,48,960,13.7,0.59,0.532,7.5,19.0,9.9,2.7,48,960,344,62,183,97,161,73,91,24,109,133,50,26,19,42,89,453
413,Jeff Green,TOT,PF-C,48,960,13.7,0.59,0.532,7.5,19.0,9.9,2.7,30,553,195,34,104,41,91,49,63,14,67,81,20,12,10,27,46,233
414,Jeff Green,TOT,PF-C,48,960,13.7,0.59,0.532,7.5,19.0,9.9,2.7,18,407,149,28,79,56,70,24,28,10,42,52,30,14,9,15,43,220
415,Jeff Green,TOT,PF-C,30,553,10.0,0.523,0.5329999999999999,8.1,19.7,10.8,2.9,48,960,344,62,183,97,161,73,91,24,109,133,50,26,19,42,89,453
416,Jeff Green,TOT,PF-C,30,553,10.0,0.523,0.5329999999999999,8.1,19.7,10.8,2.9,30,553,195,34,104,41,91,49,63,14,67,81,20,12,10,27,46,233
417,Jeff Green,TOT,PF-C,30,553,10.0,0.523,0.5329999999999999,8.1,19.7,10.8,2.9,18,407,149,28,79,56,70,24,28,10,42,52,30,14,9,15,43,220
418,Jeff Green,TOT,PF-C,18,407,18.6,0.682,0.53,6.7,17.9,8.5,2.6,48,960,344,62,183,97,161,73,91,24,109,133,50,26,19,42,89,453
419,Jeff Green,TOT,PF-C,18,407,18.6,0.682,0.53,6.7,17.9,8.5,2.6,30,553,195,34,104,41,91,49,63,14,67,81,20,12,10,27,46,233
420,Jeff Green,TOT,PF-C,18,407,18.6,0.682,0.53,6.7,17.9,8.5,2.6,18,407,149,28,79,56,70,24,28,10,42,52,30,14,9,15,43,220
421,Blake Griffin,DET,PF,18,512,11.9,0.47600000000000003,0.444,9.3,28.4,12.0,3.7,18,512,250,27,111,61,139,76,98,17,67,84,59,7,7,40,27,279
422,Marko Guduric,MEM,SG,44,484,8.8,0.514,0.529,7.9,17.6,17.6,3.1,44,484,157,25,83,37,74,24,26,14,59,73,45,12,8,36,34,173
423,Kyle Guy,SAC,SG,3,10,6.6,0.4,0.6,5.6,21.7,0.0,0.0,3,10,5,0,3,2,2,0,0,0,1,1,1,0,0,0,1,4
424,Rui Hachimura,WAS,PF,48,1444,13.5,0.535,0.16,11.1,19.0,8.0,5.7,48,1444,545,25,87,229,458,116,140,78,216,294,87,37,8,53,105,649
425,Devon Hall,OKC,SG,11,81,3.1,0.298,0.5670000000000001,4.8,20.9,13.0,2.8,11,81,30,4,17,2,13,4,8,2,5,7,13,4,1,5,6,20
426,Donta Hall,TOT,PF,9,133,13.6,0.652,0.0,15.4,11.1,14.3,11.4,9,133,22,0,0,15,22,9,18,14,24,38,4,3,6,5,23,39
427,Donta Hall,TOT,PF,9,133,13.6,0.652,0.0,15.4,11.1,14.3,11.4,4,48,4,0,0,1,4,4,6,6,9,15,2,1,1,2,9,6
428,Donta Hall,TOT,PF,9,133,13.6,0.652,0.0,15.4,11.1,14.3,11.4,5,85,18,0,0,14,18,5,12,8,15,23,2,2,5,3,14,33
429,Donta Hall,TOT,PF,4,48,7.3,0.452,0.0,17.7,7.9,23.1,14.0,9,133,22,0,0,15,22,9,18,14,24,38,4,3,6,5,23,39
430,Donta Hall,TOT,PF,4,48,7.3,0.452,0.0,17.7,7.9,23.1,14.0,4,48,4,0,0,1,4,4,6,6,9,15,2,1,1,2,9,6
431,Donta Hall,TOT,PF,4,48,7.3,0.452,0.0,17.7,7.9,23.1,14.0,5,85,18,0,0,14,18,5,12,8,15,23,2,2,5,3,14,33
432,Donta Hall,TOT,PF,5,85,17.2,0.7090000000000001,0.0,14.0,12.9,11.4,9.9,9,133,22,0,0,15,22,9,18,14,24,38,4,3,6,5,23,39
433,Donta Hall,TOT,PF,5,85,17.2,0.7090000000000001,0.0,14.0,12.9,11.4,9.9,4,48,4,0,0,1,4,4,6,6,9,15,2,1,1,2,9,6
434,Donta Hall,TOT,PF,5,85,17.2,0.7090000000000001,0.0,14.0,12.9,11.4,9.9,5,85,18,0,0,14,18,5,12,8,15,23,2,2,5,3,14,33
435,Dusty Hannahs,MEM,SG,2,13,21.3,0.607,0.33299999999999996,4.1,31.6,0.0,0.0,2,13,9,2,3,2,6,2,2,0,1,1,0,0,0,0,1,12
436,Tim Hardaway Jr.,DAL,SG,71,2091,14.5,0.581,0.58,5.8,21.1,6.7,1.3,71,2091,884,204,513,180,371,149,182,25,207,232,137,41,5,69,125,1121
437,James Harden,HOU,SG,68,2483,29.1,0.626,0.557,9.4,36.3,14.2,2.9,68,2483,1514,299,843,373,671,692,800,70,376,446,512,125,60,308,227,2335
438,Maurice Harkless,TOT,SF,62,1427,9.8,0.5720000000000001,0.34600000000000003,8.8,10.7,14.5,4.1,62,1427,283,34,98,108,185,39,66,55,185,240,68,58,33,53,148,357
439,Maurice Harkless,TOT,SF,62,1427,9.8,0.5720000000000001,0.34600000000000003,8.8,10.7,14.5,4.1,50,1141,217,27,73,85,144,24,42,47,153,200,48,49,30,46,120,275
440,Maurice Harkless,TOT,SF,62,1427,9.8,0.5720000000000001,0.34600000000000003,8.8,10.7,14.5,4.1,12,286,66,7,25,23,41,15,24,8,32,40,20,9,3,7,28,82
441,Maurice Harkless,TOT,SF,50,1141,9.7,0.584,0.336,9.1,10.3,16.3,4.4,62,1427,283,34,98,108,185,39,66,55,185,240,68,58,33,53,148,357
442,Maurice Harkless,TOT,SF,50,1141,9.7,0.584,0.336,9.1,10.3,16.3,4.4,50,1141,217,27,73,85,144,24,42,47,153,200,48,49,30,46,120,275
443,Maurice Harkless,TOT,SF,50,1141,9.7,0.584,0.336,9.1,10.3,16.3,4.4,12,286,66,7,25,23,41,15,24,8,32,40,20,9,3,7,28,82
444,Maurice Harkless,TOT,SF,12,286,10.1,0.536,0.379,7.5,12.4,8.4,2.9,62,1427,283,34,98,108,185,39,66,55,185,240,68,58,33,53,148,357
445,Maurice Harkless,TOT,SF,12,286,10.1,0.536,0.379,7.5,12.4,8.4,2.9,50,1141,217,27,73,85,144,24,42,47,153,200,48,49,30,46,120,275
446,Maurice Harkless,TOT,SF,12,286,10.1,0.536,0.379,7.5,12.4,8.4,2.9,12,286,66,7,25,23,41,15,24,8,32,40,20,9,3,7,28,82
447,Jared Harper,PHO,PG,3,8,-5.3,0.25,0.5,0.0,21.3,0.0,0.0,3,8,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2
448,Montrezl Harrell,LAC,C,63,1749,23.2,0.607,0.022000000000000002,13.2,25.7,10.1,9.9,63,1749,812,0,18,471,794,231,351,163,282,445,107,39,72,108,146,1173
449,Gary Harris,DEN,SG,56,1780,9.7,0.519,0.405,5.1,15.1,9.7,1.6,56,1780,519,70,210,148,309,75,92,26,137,163,118,76,14,60,116,581
450,Joe Harris,BRK,SF,69,2123,13.3,0.606,0.518,7.3,18.3,11.2,3.2,69,2123,784,172,406,209,378,64,89,64,234,298,144,41,17,104,159,998
451,Tobias Harris,PHI,PF,72,2469,17.2,0.556,0.304,11.1,23.9,7.6,3.1,72,2469,1173,131,357,422,816,174,216,69,426,495,227,53,40,104,165,1411
452,Shaquille Harrison,CHI,SF,43,484,17.8,0.5589999999999999,0.255,9.8,18.1,9.2,4.8,43,484,165,16,42,61,123,39,50,22,64,86,49,34,19,19,55,209
453,Josh Hart,NOP,SF,65,1755,11.9,0.563,0.665,12.8,15.3,11.4,3.7,65,1755,532,121,354,104,178,85,115,61,364,425,108,63,23,75,160,656
454,Isaiah Hartenstein,HOU,C,23,266,18.6,0.674,0.075,17.7,14.8,16.8,11.3,23,266,67,0,5,44,62,19,28,29,61,90,18,9,12,16,41,107
455,Udonis Haslem,MIA,PF,4,44,6.5,0.47,0.273,20.3,13.8,7.3,2.6,4,44,11,1,3,3,8,3,4,1,15,16,1,0,0,1,6,12
456,Jaxson Hayes,NOP,C,64,1080,17.6,0.6890000000000001,0.015,12.7,15.0,13.4,9.5,64,1080,259,1,4,173,255,123,190,97,162,259,56,26,55,53,161,472
457,Gordon Hayward,BOS,SF,52,1740,18.1,0.595,0.317,10.7,21.1,11.2,3.4,52,1740,700,85,222,265,478,124,145,55,293,348,212,38,22,96,96,909
458,John Henson,TOT,PF,40,600,17.0,0.578,0.21100000000000002,15.1,16.3,15.8,8.5,40,600,171,8,36,87,135,23,46,46,116,162,54,24,42,36,78,221
459,John Henson,TOT,PF,40,600,17.0,0.578,0.21100000000000002,15.1,16.3,15.8,8.5,29,412,120,6,31,55,89,17,33,32,82,114,43,16,32,21,55,145
460,John Henson,TOT,PF,40,600,17.0,0.578,0.21100000000000002,15.1,16.3,15.8,8.5,11,188,51,2,5,32,46,6,13,14,34,48,11,8,10,15,23,76
461,John Henson,TOT,PF,29,412,16.9,0.539,0.258,15.4,16.1,13.5,8.5,40,600,171,8,36,87,135,23,46,46,116,162,54,24,42,36,78,221
462,John Henson,TOT,PF,29,412,16.9,0.539,0.258,15.4,16.1,13.5,8.5,29,412,120,6,31,55,89,17,33,32,82,114,43,16,32,21,55,145
463,John Henson,TOT,PF,29,412,16.9,0.539,0.258,15.4,16.1,13.5,8.5,11,188,51,2,5,32,46,6,13,14,34,48,11,8,10,15,23,76
464,John Henson,TOT,PF,11,188,17.1,0.67,0.098,14.5,16.7,20.9,8.3,40,600,171,8,36,87,135,23,46,46,116,162,54,24,42,36,78,221
465,John Henson,TOT,PF,11,188,17.1,0.67,0.098,14.5,16.7,20.9,8.3,29,412,120,6,31,55,89,17,33,32,82,114,43,16,32,21,55,145
466,John Henson,TOT,PF,11,188,17.1,0.67,0.098,14.5,16.7,20.9,8.3,11,188,51,2,5,32,46,6,13,14,34,48,11,8,10,15,23,76
467,Dewan Hernandez,TOR,C,6,28,12.9,0.43200000000000005,0.14300000000000002,26.4,29.3,15.6,19.3,6,28,14,1,2,4,12,3,5,5,9,14,3,1,0,3,6,14
