;epsilon;min_size;score;nb_clusters;var_portion
258;0.08000000000000002;3.0;-0.2847926547972528;7.0;0.7000000000000001
808;0.31000000000000005;5.0;-0.28559257601064025;6.0;0.9000000000000002
135;0.12000000000000001;2.0;-0.28638276739566787;56.0;0.65
267;0.12000000000000001;2.0;-0.28638276739566787;56.0;0.7000000000000001
541;0.18000000000000005;2.0;-0.28652672737453233;43.0;0.8000000000000002
402;0.18000000000000005;2.0;-0.28652672737453233;43.0;0.7500000000000001
687;0.25000000000000006;3.0;-0.28870590057266315;18.0;0.8500000000000002
681;0.23000000000000004;4.0;-0.2897928774464826;7.0;0.8500000000000002
543;0.18000000000000005;4.0;-0.28979438836634985;5.0;0.8000000000000002
404;0.18000000000000005;4.0;-0.28979438836634985;5.0;0.7500000000000001
534;0.15000000000000002;3.0;-0.28993196906857777;8.0;0.8000000000000002
395;0.15000000000000002;3.0;-0.28993196906857777;8.0;0.7500000000000001
807;0.31000000000000005;4.0;-0.2919520101447478;12.0;0.9000000000000002
141;0.13;4.0;-0.29520110889644696;15.0;0.65
273;0.13;4.0;-0.29520110889644696;15.0;0.7000000000000001
2;0.05;4.0;-0.2987664011796836;12.0;0.6
683;0.24000000000000005;3.0;-0.2989770408921351;16.0;0.8500000000000002
552;0.2;4.0;-0.2995153374728863;10.0;0.8000000000000002
413;0.2;4.0;-0.2995153374728863;10.0;0.7500000000000001
0;0.05;2.0;-0.3001005273638308;61.0;0.6
269;0.12000000000000001;4.0;-0.30085162278281885;8.0;0.7000000000000001
137;0.12000000000000001;4.0;-0.30085162278281885;8.0;0.65
804;0.30000000000000004;5.0;-0.3015758459205758;6.0;0.9000000000000002
540;0.17000000000000004;4.0;-0.3021234882315009;5.0;0.8000000000000002
401;0.17000000000000004;4.0;-0.3021234882315009;5.0;0.7500000000000001
403;0.18000000000000005;3.0;-0.30399772703499844;18.0;0.7500000000000001
542;0.18000000000000005;3.0;-0.30399772703499844;18.0;0.8000000000000002
799;0.29000000000000004;3.0;-0.30724782143256785;12.0;0.9000000000000002
800;0.29000000000000004;4.0;-0.3090656120164236;6.0;0.9000000000000002
268;0.12000000000000001;3.0;-0.31063198494420535;24.0;0.7000000000000001
136;0.12000000000000001;3.0;-0.31063198494420535;24.0;0.65
662;0.13;2.0;-0.31727576045444406;4.0;0.8500000000000002
676;0.22000000000000003;2.0;-0.3177902017352666;36.0;0.8500000000000002
795;0.28;2.0;-0.3186245465692023;30.0;0.9000000000000002
538;0.17000000000000004;2.0;-0.319080374521172;40.0;0.8000000000000002
399;0.17000000000000004;2.0;-0.319080374521172;40.0;0.7500000000000001
132;0.11000000000000001;2.0;-0.32013714327803405;49.0;0.65
264;0.11000000000000001;2.0;-0.32013714327803405;49.0;0.7000000000000001
803;0.30000000000000004;4.0;-0.3212406075814211;10.0;0.9000000000000002
266;0.11000000000000001;4.0;-0.3217496869585345;7.0;0.7000000000000001
134;0.11000000000000001;4.0;-0.3217496869585345;7.0;0.65
252;0.05;2.0;-0.3223207869851849;10.0;0.7000000000000001
120;0.05;2.0;-0.3223207869851849;10.0;0.65
782;0.2;2.0;-0.3232189953160377;5.0;0.9000000000000002
664;0.15000000000000002;2.0;-0.32348052177593173;6.0;0.8500000000000002
680;0.23000000000000004;3.0;-0.3235631294791221;15.0;0.8500000000000002
128;0.09000000000000001;3.0;-0.325062182046356;9.0;0.65
260;0.09000000000000001;3.0;-0.325062182046356;9.0;0.7000000000000001
400;0.17000000000000004;3.0;-0.32759556597611905;14.0;0.7500000000000001
539;0.17000000000000004;3.0;-0.32759556597611905;14.0;0.8000000000000002
663;0.14;2.0;-0.3283719169637164;5.0;0.8500000000000002
133;0.11000000000000001;3.0;-0.3324012791657433;21.0;0.65
265;0.11000000000000001;3.0;-0.3324012791657433;21.0;0.7000000000000001
536;0.16000000000000003;3.0;-0.3331787879675748;10.0;0.8000000000000002
397;0.16000000000000003;3.0;-0.3331787879675748;10.0;0.7500000000000001
384;0.07;2.0;-0.3341547019781941;6.0;0.7500000000000001
523;0.07;2.0;-0.3341547019781941;6.0;0.8000000000000002
677;0.22000000000000003;3.0;-0.33526705399583295;12.0;0.8500000000000002
262;0.1;3.0;-0.3359152172992075;15.0;0.7000000000000001
130;0.1;3.0;-0.3359152172992075;15.0;0.65
792;0.26000000000000006;3.0;-0.3380746223693876;6.0;0.9000000000000002
396;0.16000000000000003;2.0;-0.3390093086327256;36.0;0.7500000000000001
535;0.16000000000000003;2.0;-0.3390093086327256;36.0;0.8000000000000002
796;0.28;3.0;-0.3405993309723637;9.0;0.9000000000000002
525;0.09000000000000001;2.0;-0.34292531135605797;8.0;0.8000000000000002
386;0.09000000000000001;2.0;-0.34292531135605797;8.0;0.7500000000000001
783;0.21000000000000002;2.0;-0.34347465553023815;8.0;0.9000000000000002
786;0.23000000000000004;3.0;-0.343819229914362;3.0;0.9000000000000002
524;0.08000000000000002;2.0;-0.3465120803481766;9.0;0.8000000000000002
385;0.08000000000000002;2.0;-0.3465120803481766;9.0;0.7500000000000001
673;0.21000000000000002;2.0;-0.3483021676300829;31.0;0.8500000000000002
261;0.1;2.0;-0.34834169184290154;43.0;0.7000000000000001
129;0.1;2.0;-0.34834169184290154;43.0;0.65
793;0.27;2.0;-0.3483976364759638;22.0;0.9000000000000002
790;0.25000000000000006;3.0;-0.34974449322919854;6.0;0.9000000000000002
788;0.24000000000000005;3.0;-0.35048376085748517;5.0;0.9000000000000002
794;0.27;3.0;-0.3531732785883224;7.0;0.9000000000000002
533;0.15000000000000002;2.0;-0.36089687704192996;36.0;0.8000000000000002
394;0.15000000000000002;2.0;-0.36089687704192996;36.0;0.7500000000000001
669;0.19;2.0;-0.36375622147875547;22.0;0.8500000000000002
666;0.17000000000000004;2.0;-0.3647897166387016;13.0;0.8500000000000002
665;0.16000000000000003;2.0;-0.3666134133161836;10.0;0.8500000000000002
387;0.1;2.0;-0.36968643805581736;12.0;0.7500000000000001
526;0.1;2.0;-0.36968643805581736;12.0;0.8000000000000002
667;0.18000000000000005;2.0;-0.37114382464871537;16.0;0.8500000000000002
671;0.2;2.0;-0.37182846685109083;25.0;0.8500000000000002
789;0.25000000000000006;2.0;-0.3731919874282545;14.0;0.9000000000000002
787;0.24000000000000005;2.0;-0.3740590736934977;13.0;0.9000000000000002
259;0.09000000000000001;2.0;-0.3774079396917617;35.0;0.7000000000000001
127;0.09000000000000001;2.0;-0.3774079396917617;35.0;0.65
791;0.26000000000000006;2.0;-0.3784054611339148;18.0;0.9000000000000002
257;0.08000000000000002;2.0;-0.38043968579581455;24.0;0.7000000000000001
125;0.08000000000000002;2.0;-0.38043968579581455;24.0;0.65
121;0.060000000000000005;2.0;-0.38078186817308574;14.0;0.65
253;0.060000000000000005;2.0;-0.38078186817308574;14.0;0.7000000000000001
785;0.23000000000000004;2.0;-0.38427312407836434;12.0;0.9000000000000002
529;0.13;2.0;-0.3865876749133231;23.0;0.8000000000000002
390;0.13;2.0;-0.3865876749133231;23.0;0.7500000000000001
531;0.14;2.0;-0.38659430917611154;27.0;0.8000000000000002
392;0.14;2.0;-0.38659430917611154;27.0;0.7500000000000001
255;0.07;2.0;-0.38957113711412134;20.0;0.7000000000000001
123;0.07;2.0;-0.38957113711412134;20.0;0.65
784;0.22000000000000003;2.0;-0.39014264700039236;10.0;0.9000000000000002
528;0.12000000000000001;2.0;-0.3903884507662252;18.0;0.8000000000000002
389;0.12000000000000001;2.0;-0.3903884507662252;18.0;0.7500000000000001
527;0.11000000000000001;2.0;-0.3908657147328335;16.0;0.8000000000000002
388;0.11000000000000001;2.0;-0.3908657147328335;16.0;0.7500000000000001
