Player,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mychal Mulder,0.33,0.22,0.26,0.11,0.07,0.09,0.12,0.01,0.15,0.11,0.11,0.03,0.02,0.1,0.22,0.34
Myke Henry,0.29,0.15,0.15,0.13,0.14,0.03,0.06,0.03,0.11,0.1,0.17,0.25,0.12,0.21,0.17,0.26
Myles Turner,0.35,0.08,0.08,0.32,0.28,0.16,0.21,0.05,0.27,0.24,0.12,0.08,0.56,0.19,0.22,0.41
Nassir Little,0.26,0.07,0.1,0.21,0.16,0.1,0.15,0.05,0.2,0.19,0.12,0.08,0.19,0.1,0.28,0.28
Nate Robinson,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.13,0.0,0.0,0.49,0.0
Nate Wolters,0.32,0.0,0.0,0.12,0.32,0.0,0.0,0.05,0.08,0.11,0.15,0.0,0.0,0.0,0.12,0.1
Naz Mitrou-Long,0.29,0.09,0.18,0.14,0.11,0.03,0.03,0.0,0.14,0.09,0.52,0.04,0.1,0.37,0.21,0.22
Naz Reid,0.49,0.19,0.19,0.31,0.3,0.14,0.22,0.07,0.27,0.25,0.21,0.11,0.31,0.17,0.38,0.49
Nazr Mohammed,0.26,0.0,0.0,0.36,0.26,0.21,0.21,0.05,0.24,0.21,0.0,0.0,0.0,0.63,0.48,0.38
Nemanja Bjelica,0.3,0.16,0.14,0.19,0.16,0.07,0.09,0.06,0.25,0.22,0.24,0.1,0.15,0.19,0.26,0.33
Nene,0.22,0.0,0.01,0.24,0.21,0.11,0.17,0.06,0.24,0.22,0.13,0.09,0.23,0.09,0.36,0.25
Nene Hilario,0.34,0.0,0.01,0.43,0.33,0.19,0.32,0.06,0.25,0.24,0.2,0.14,0.17,0.26,0.32,0.44
Nerlens Noel,0.27,0.0,0.0,0.35,0.27,0.13,0.19,0.09,0.3,0.29,0.14,0.18,0.5,0.24,0.28,0.34
Nick Collison,0.17,0.0,0.0,0.19,0.17,0.08,0.12,0.09,0.23,0.25,0.21,0.07,0.17,0.24,0.32,0.19
Nick Young,0.38,0.27,0.25,0.13,0.13,0.1,0.12,0.01,0.11,0.09,0.1,0.08,0.04,0.1,0.17,0.4
Nickeil Alexander-Walker,0.45,0.23,0.22,0.19,0.22,0.08,0.13,0.02,0.19,0.14,0.43,0.09,0.12,0.34,0.21,0.41
Nicolas Batum,0.32,0.14,0.14,0.19,0.18,0.12,0.14,0.02,0.22,0.17,0.44,0.09,0.12,0.28,0.11,0.34
Nicolas Brussino,0.27,0.16,0.19,0.1,0.09,0.07,0.09,0.04,0.2,0.19,0.25,0.1,0.08,0.18,0.17,0.26
Nicolas Claxton,0.26,0.02,0.04,0.31,0.22,0.11,0.22,0.1,0.2,0.23,0.25,0.02,0.29,0.19,0.16,0.32
Nicolas Laprovittola,0.27,0.17,0.16,0.14,0.11,0.11,0.11,0.01,0.08,0.06,0.47,0.06,0.08,0.46,0.26,0.31
Nicolo Melli,0.31,0.2,0.19,0.14,0.11,0.11,0.14,0.03,0.21,0.17,0.23,0.1,0.17,0.19,0.27,0.35
Nigel Hayes,0.27,0.09,0.13,0.13,0.14,0.02,0.04,0.03,0.22,0.18,0.15,0.04,0.17,0.06,0.15,0.2
Nigel Williams-Goss,0.32,0.11,0.14,0.14,0.18,0.08,0.08,0.04,0.12,0.12,0.34,0.18,0.15,0.24,0.27,0.26
Nik Stauskas,0.3,0.17,0.18,0.12,0.13,0.11,0.13,0.01,0.14,0.11,0.23,0.08,0.06,0.21,0.14,0.32
Nikola Jokic,0.43,0.09,0.09,0.44,0.33,0.21,0.25,0.09,0.36,0.33,0.54,0.12,0.19,0.34,0.22,0.53
Nikola Mirotic,0.41,0.25,0.23,0.2,0.18,0.15,0.19,0.04,0.31,0.25,0.14,0.09,0.21,0.19,0.19,0.46
Nikola Pekovic,0.32,0.0,0.0,0.28,0.32,0.2,0.26,0.05,0.14,0.14,0.2,0.02,0.0,0.24,0.31,0.32
Nikola Vucevic,0.51,0.07,0.08,0.51,0.43,0.12,0.16,0.08,0.39,0.34,0.31,0.09,0.25,0.23,0.17,0.53
Noah Vonleh,0.24,0.05,0.05,0.22,0.19,0.11,0.15,0.08,0.33,0.3,0.13,0.07,0.17,0.18,0.24,0.27
Norman Powell,0.37,0.15,0.16,0.25,0.21,0.14,0.17,0.02,0.17,0.13,0.2,0.11,0.08,0.21,0.19,0.42
Norris Cole,0.4,0.07,0.09,0.29,0.32,0.09,0.12,0.01,0.17,0.12,0.39,0.11,0.04,0.24,0.21,0.36
Norvel Pelle,0.21,0.0,0.0,0.23,0.21,0.06,0.12,0.08,0.34,0.31,0.09,0.03,1.0,0.33,0.53,0.22
OG Anunoby,0.27,0.13,0.13,0.18,0.14,0.06,0.09,0.04,0.18,0.15,0.12,0.12,0.12,0.16,0.2,0.31
OJ Mayo,0.29,0.14,0.15,0.14,0.15,0.06,0.08,0.01,0.12,0.1,0.31,0.13,0.06,0.27,0.26,0.27
Okaro White,0.19,0.09,0.09,0.09,0.1,0.08,0.09,0.06,0.18,0.17,0.11,0.05,0.12,0.12,0.23,0.19
Omari Johnson,0.28,0.15,0.16,0.14,0.12,0.0,0.0,0.05,0.14,0.15,0.27,0.08,0.0,0.17,0.18,0.27
Omari Spellman,0.32,0.14,0.14,0.19,0.18,0.12,0.16,0.09,0.24,0.24,0.16,0.1,0.21,0.2,0.18,0.35
Omer Asik,0.15,0.0,0.0,0.18,0.15,0.1,0.18,0.09,0.36,0.34,0.07,0.04,0.15,0.18,0.24,0.18
Omri Casspi,0.3,0.12,0.1,0.26,0.21,0.11,0.17,0.04,0.27,0.22,0.16,0.09,0.08,0.19,0.19,0.37
Orlando Johnson,0.34,0.06,0.1,0.16,0.24,0.12,0.16,0.04,0.17,0.14,0.06,0.08,0.21,0.17,0.2,0.23
Oshae Brissett,0.27,0.08,0.11,0.16,0.16,0.11,0.14,0.07,0.19,0.2,0.16,0.08,0.1,0.22,0.29,0.24
Otto Porter,0.34,0.16,0.13,0.26,0.21,0.08,0.11,0.04,0.22,0.19,0.17,0.13,0.12,0.11,0.15,0.39
PJ Dozier,0.39,0.11,0.12,0.27,0.26,0.09,0.13,0.03,0.18,0.16,0.4,0.09,0.12,0.26,0.23,0.37
PJ Hairston,0.31,0.16,0.19,0.12,0.12,0.08,0.1,0.02,0.18,0.13,0.09,0.08,0.08,0.12,0.24,0.28
PJ Tucker,0.2,0.12,0.11,0.09,0.08,0.05,0.07,0.05,0.22,0.19,0.13,0.12,0.1,0.13,0.19,0.21
PJ Washington,0.34,0.14,0.13,0.23,0.21,0.1,0.15,0.03,0.22,0.18,0.2,0.09,0.21,0.21,0.2,0.37
Pablo Prigioni,0.18,0.1,0.11,0.08,0.06,0.02,0.02,0.04,0.14,0.14,0.45,0.19,0.0,0.23,0.22,0.16
Pascal Siakam,0.38,0.1,0.1,0.36,0.28,0.16,0.2,0.05,0.25,0.21,0.25,0.09,0.21,0.23,0.21,0.45
Pat Connaughton,0.26,0.14,0.14,0.16,0.12,0.05,0.06,0.04,0.21,0.18,0.24,0.06,0.15,0.12,0.16,0.28
Patricio Garino,0.16,0.0,0.12,0.0,0.05,0.0,0.0,0.02,0.21,0.16,0.0,0.0,0.0,0.28,0.21,0.0
Patrick Beverley,0.26,0.16,0.14,0.12,0.12,0.07,0.09,0.04,0.2,0.17,0.37,0.12,0.1,0.18,0.26,0.28
Patrick McCaw,0.21,0.08,0.09,0.13,0.12,0.04,0.06,0.02,0.11,0.09,0.23,0.12,0.08,0.14,0.16,0.21
Patrick Patterson,0.24,0.17,0.16,0.09,0.09,0.06,0.06,0.04,0.2,0.17,0.13,0.08,0.12,0.11,0.14,0.25
Patty Mills,0.36,0.24,0.21,0.16,0.14,0.09,0.11,0.01,0.1,0.08,0.35,0.09,0.04,0.19,0.15,0.39
Pau Gasol,0.38,0.06,0.05,0.36,0.33,0.18,0.24,0.07,0.4,0.33,0.34,0.05,0.4,0.24,0.15,0.43
Paul George,0.51,0.25,0.22,0.31,0.29,0.28,0.33,0.02,0.24,0.19,0.3,0.16,0.08,0.33,0.18,0.61
Paul Millsap,0.39,0.1,0.09,0.33,0.29,0.22,0.29,0.07,0.27,0.25,0.25,0.13,0.27,0.26,0.21,0.46
Paul Pierce,0.31,0.17,0.19,0.12,0.12,0.09,0.1,0.01,0.22,0.16,0.16,0.08,0.08,0.2,0.25,0.3
Paul Watson,0.3,0.13,0.14,0.16,0.16,0.16,0.21,0.02,0.26,0.19,0.26,0.14,0.08,0.13,0.13,0.32
Paul Zipser,0.27,0.12,0.12,0.13,0.15,0.06,0.08,0.02,0.2,0.15,0.13,0.07,0.12,0.19,0.22,0.25
Phil Pressey,0.28,0.05,0.06,0.2,0.21,0.1,0.18,0.01,0.15,0.11,0.77,0.19,0.12,0.46,0.22,0.24
Pierre Jackson,0.47,0.11,0.13,0.26,0.33,0.15,0.17,0.01,0.14,0.11,0.65,0.06,0.0,0.16,0.13,0.38
Quincy Acy,0.26,0.16,0.15,0.12,0.11,0.11,0.13,0.04,0.24,0.2,0.1,0.08,0.19,0.14,0.26,0.3
Quincy Pondexter,0.22,0.05,0.08,0.14,0.14,0.19,0.25,0.03,0.19,0.16,0.17,0.09,0.0,0.19,0.21,0.27
Quinn Cook,0.39,0.19,0.17,0.26,0.22,0.04,0.06,0.02,0.15,0.12,0.33,0.06,0.0,0.21,0.18,0.41
Quinndary Weatherspoon,0.21,0.04,0.07,0.12,0.16,0.03,0.06,0.01,0.1,0.08,0.4,0.12,0.1,0.28,0.22,0.14
RJ Barrett,0.43,0.1,0.11,0.31,0.31,0.18,0.29,0.03,0.2,0.16,0.25,0.1,0.08,0.29,0.16,0.43
RJ Hunter,0.33,0.2,0.23,0.12,0.11,0.04,0.04,0.01,0.17,0.11,0.13,0.13,0.08,0.13,0.23,0.31
Rajon Rondo,0.31,0.08,0.09,0.23,0.22,0.04,0.08,0.03,0.21,0.17,0.83,0.15,0.02,0.39,0.16,0.29
Rakeem Christmas,0.2,0.0,0.0,0.21,0.2,0.19,0.27,0.12,0.2,0.25,0.04,0.04,0.21,0.16,0.39,0.26
Ramon Sessions,0.34,0.06,0.07,0.28,0.27,0.24,0.32,0.02,0.14,0.11,0.44,0.08,0.04,0.27,0.14,0.4
Randy Foye,0.28,0.13,0.15,0.11,0.12,0.08,0.09,0.01,0.15,0.11,0.29,0.08,0.12,0.22,0.18,0.26
Rashad Vaughn,0.28,0.14,0.16,0.11,0.12,0.02,0.03,0.01,0.12,0.09,0.12,0.1,0.12,0.1,0.17,0.23
Rasual Butler,0.24,0.09,0.12,0.17,0.13,0.04,0.06,0.01,0.19,0.13,0.15,0.09,0.4,0.09,0.05,0.26
Raul Neto,0.3,0.13,0.11,0.21,0.19,0.09,0.12,0.01,0.12,0.09,0.4,0.11,0.06,0.29,0.19,0.32
Rawle Alkins,0.32,0.07,0.1,0.19,0.22,0.13,0.2,0.09,0.19,0.22,0.31,0.02,0.0,0.27,0.13,0.28
Ray McCallum,0.31,0.1,0.09,0.19,0.22,0.05,0.07,0.02,0.13,0.09,0.37,0.08,0.12,0.21,0.14,0.26
Ray Spalding,0.32,0.0,0.02,0.38,0.29,0.06,0.17,0.1,0.34,0.32,0.11,0.17,0.42,0.22,0.34,0.33
Rayjon Tucker,0.28,0.07,0.1,0.22,0.16,0.25,0.3,0.02,0.15,0.12,0.07,0.0,0.0,0.2,0.14,0.35
Raymond Felton,0.33,0.11,0.12,0.23,0.22,0.09,0.11,0.02,0.15,0.12,0.37,0.1,0.08,0.21,0.16,0.32
Reggie Bullock,0.31,0.2,0.18,0.14,0.13,0.06,0.07,0.02,0.13,0.1,0.18,0.08,0.04,0.12,0.12,0.33
Reggie Hearn,0.31,0.37,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Reggie Jackson,0.48,0.17,0.16,0.33,0.32,0.19,0.22,0.02,0.12,0.1,0.52,0.08,0.02,0.31,0.19,0.51
Reggie Williams,0.29,0.17,0.14,0.09,0.15,0.15,0.18,0.02,0.08,0.08,0.15,0.12,0.0,0.0,0.05,0.31
Richard Jefferson,0.22,0.13,0.12,0.12,0.1,0.09,0.13,0.02,0.15,0.11,0.14,0.07,0.04,0.13,0.21,0.26
Richaun Holmes,0.31,0.02,0.03,0.39,0.28,0.15,0.2,0.09,0.26,0.27,0.13,0.09,0.4,0.17,0.3,0.41
Ricky Rubio,0.32,0.1,0.1,0.21,0.21,0.21,0.24,0.02,0.18,0.14,0.71,0.17,0.02,0.34,0.19,0.36
Robert Covington,0.34,0.22,0.22,0.14,0.12,0.12,0.14,0.03,0.25,0.2,0.13,0.17,0.25,0.22,0.23,0.37
Robert Sacre,0.23,0.0,0.0,0.21,0.23,0.16,0.23,0.1,0.19,0.23,0.13,0.05,0.23,0.16,0.3,0.25
Robert Williams,0.21,0.0,0.0,0.32,0.21,0.09,0.14,0.1,0.31,0.31,0.16,0.13,0.81,0.18,0.29,0.31
Robin Lopez,0.33,0.02,0.02,0.38,0.31,0.09,0.12,0.1,0.18,0.21,0.14,0.02,0.35,0.22,0.17,0.36
Rodions Kurucs,0.32,0.13,0.14,0.21,0.18,0.1,0.13,0.04,0.22,0.19,0.14,0.1,0.12,0.24,0.26,0.34
Rodney Hood,0.39,0.18,0.17,0.24,0.22,0.13,0.16,0.01,0.14,0.11,0.19,0.08,0.06,0.16,0.18,0.42
Rodney McGruder,0.25,0.12,0.12,0.14,0.13,0.04,0.07,0.04,0.15,0.14,0.17,0.07,0.06,0.13,0.17,0.25
Rodney Purvis,0.37,0.13,0.18,0.18,0.19,0.09,0.1,0.01,0.13,0.09,0.17,0.03,0.08,0.13,0.2,0.3
Rodney Stuckey,0.35,0.06,0.08,0.27,0.28,0.22,0.27,0.01,0.16,0.12,0.33,0.09,0.04,0.26,0.13,0.37
Romeo Langford,0.22,0.05,0.07,0.14,0.15,0.11,0.14,0.04,0.1,0.11,0.1,0.05,0.12,0.1,0.19,0.2
Ron Baker,0.21,0.08,0.1,0.11,0.12,0.08,0.11,0.01,0.13,0.1,0.36,0.14,0.1,0.22,0.2,0.19
Rondae Hollis-Jefferson,0.34,0.02,0.03,0.32,0.3,0.21,0.28,0.07,0.28,0.25,0.24,0.12,0.17,0.23,0.21,0.37
Ronnie Price,0.24,0.14,0.16,0.08,0.09,0.04,0.07,0.02,0.09,0.08,0.36,0.18,0.08,0.22,0.29,0.23
Roy Hibbert,0.22,0.0,0.0,0.22,0.22,0.14,0.17,0.07,0.21,0.22,0.13,0.04,0.46,0.17,0.31,0.25
Royce O'Neale,0.21,0.12,0.11,0.11,0.09,0.06,0.07,0.01,0.26,0.19,0.24,0.1,0.1,0.14,0.22,0.23
Rudy Gay,0.42,0.1,0.11,0.36,0.31,0.17,0.21,0.04,0.27,0.22,0.21,0.11,0.17,0.26,0.18,0.47
Rudy Gobert,0.24,0.0,0.0,0.34,0.24,0.22,0.34,0.11,0.4,0.38,0.13,0.07,0.52,0.22,0.2,0.38
Rui Hachimura,0.38,0.05,0.06,0.36,0.32,0.16,0.19,0.05,0.22,0.2,0.17,0.08,0.04,0.14,0.16,0.41
Russ Smith,0.34,0.06,0.07,0.21,0.25,0.23,0.41,0.02,0.17,0.14,0.45,0.21,0.17,0.46,0.16,0.31
Russell Westbrook,0.6,0.12,0.14,0.49,0.45,0.33,0.43,0.05,0.33,0.27,0.8,0.15,0.06,0.53,0.18,0.67
Ryan Anderson,0.37,0.22,0.2,0.18,0.16,0.13,0.16,0.06,0.18,0.18,0.1,0.04,0.08,0.13,0.14,0.41
Ryan Arcidiacono,0.21,0.13,0.12,0.11,0.09,0.07,0.09,0.02,0.15,0.11,0.37,0.09,0.0,0.14,0.19,0.24
Ryan Broekhoff,0.29,0.27,0.22,0.08,0.07,0.07,0.09,0.02,0.22,0.17,0.16,0.06,0.06,0.14,0.17,0.34
Ryan Hollins,0.17,0.0,0.0,0.24,0.17,0.11,0.18,0.11,0.17,0.21,0.07,0.05,0.35,0.19,0.31,0.25
Ryan Kelly,0.3,0.05,0.08,0.2,0.22,0.14,0.22,0.04,0.3,0.24,0.13,0.08,0.21,0.14,0.16,0.28
Salah Mejri,0.19,0.02,0.02,0.24,0.18,0.1,0.17,0.11,0.34,0.34,0.12,0.1,0.56,0.2,0.36,0.26
Sam Dekker,0.3,0.07,0.1,0.26,0.21,0.07,0.11,0.06,0.2,0.19,0.15,0.1,0.1,0.13,0.14,0.32
Sasha Kaun,0.18,0.0,0.0,0.24,0.18,0.11,0.21,0.13,0.24,0.26,0.07,0.16,0.4,0.31,0.24,0.21
Sasha Vujacic,0.31,0.16,0.16,0.12,0.15,0.08,0.09,0.03,0.2,0.16,0.29,0.12,0.06,0.19,0.21,0.29
Scott Machado,0.31,0.12,0.04,0.38,0.25,0.08,0.08,0.0,0.0,0.0,0.48,0.12,0.0,0.0,0.24,0.47
Scotty Hopson,0.12,0.0,0.0,0.0,0.12,0.25,0.5,0.0,0.0,0.0,0.36,0.0,0.0,0.5,0.0,0.11
Sean Kilpatrick,0.43,0.17,0.19,0.26,0.24,0.21,0.26,0.01,0.19,0.14,0.21,0.08,0.04,0.27,0.14,0.48
Sekou Doumbouya,0.31,0.1,0.13,0.19,0.18,0.08,0.12,0.02,0.2,0.16,0.07,0.08,0.08,0.18,0.24,0.29
Semaj Christon,0.23,0.04,0.07,0.15,0.16,0.04,0.07,0.02,0.11,0.09,0.37,0.08,0.04,0.19,0.18,0.17
Semi Ojeleye,0.19,0.13,0.12,0.08,0.07,0.06,0.09,0.03,0.16,0.14,0.08,0.07,0.06,0.09,0.18,0.2
Serge Ibaka,0.4,0.11,0.11,0.36,0.29,0.09,0.12,0.06,0.28,0.25,0.1,0.05,0.35,0.21,0.22,0.44
Sergey Karasev,0.18,0.09,0.09,0.11,0.09,0.12,0.14,0.02,0.18,0.14,0.25,0.06,0.0,0.24,0.16,0.22
Sergio Rodriguez,0.36,0.18,0.17,0.17,0.19,0.03,0.03,0.01,0.13,0.1,0.65,0.09,0.04,0.34,0.14,0.32
Seth Curry,0.34,0.23,0.18,0.19,0.17,0.09,0.11,0.01,0.11,0.09,0.23,0.09,0.04,0.18,0.15,0.41
Shabazz Muhammad,0.41,0.08,0.09,0.37,0.31,0.2,0.27,0.06,0.15,0.16,0.08,0.05,0.04,0.16,0.12,0.46
Shabazz Napier,0.36,0.17,0.18,0.19,0.18,0.18,0.21,0.02,0.14,0.11,0.4,0.14,0.04,0.31,0.14,0.4
Shai Gilgeous-Alexander,0.38,0.09,0.09,0.33,0.29,0.19,0.24,0.02,0.18,0.14,0.31,0.12,0.15,0.23,0.14,0.44
Shake Milton,0.34,0.19,0.17,0.2,0.17,0.1,0.13,0.02,0.13,0.11,0.32,0.08,0.08,0.2,0.25,0.39
Shamorie Ponds,0.43,0.21,0.18,0.4,0.29,0.36,0.36,0.0,0.11,0.07,0.51,0.0,0.54,0.0,0.4,0.71
Shane Larkin,0.29,0.07,0.08,0.21,0.21,0.09,0.12,0.02,0.13,0.11,0.49,0.14,0.04,0.29,0.16,0.29
Shaquille Harrison,0.31,0.06,0.07,0.28,0.24,0.13,0.18,0.03,0.2,0.16,0.29,0.2,0.19,0.17,0.22,0.33
Shaun Livingston,0.25,0.0,0.01,0.3,0.24,0.08,0.11,0.03,0.13,0.12,0.37,0.11,0.12,0.19,0.21,0.28
Shawn Long,0.47,0.09,0.08,0.52,0.38,0.17,0.29,0.18,0.27,0.36,0.15,0.12,0.29,0.21,0.47,0.57
Shayne Whittington,0.27,0.0,0.05,0.27,0.22,0.03,0.1,0.12,0.25,0.29,0.19,0.05,0.12,0.48,0.38,0.25
Sheldon Mac,0.26,0.06,0.11,0.19,0.16,0.17,0.19,0.01,0.16,0.11,0.15,0.09,0.08,0.09,0.14,0.28
Shelvin Mack,0.33,0.1,0.11,0.24,0.22,0.09,0.13,0.01,0.14,0.11,0.47,0.12,0.04,0.29,0.16,0.33
Sindarius Thornwell,0.19,0.06,0.06,0.14,0.14,0.11,0.17,0.03,0.15,0.13,0.16,0.14,0.15,0.19,0.25,0.22
Skal Labissiere,0.34,0.03,0.03,0.35,0.3,0.14,0.18,0.09,0.26,0.26,0.17,0.07,0.29,0.23,0.27,0.37
Solomon Hill,0.22,0.12,0.12,0.11,0.1,0.08,0.09,0.03,0.18,0.15,0.2,0.1,0.1,0.16,0.18,0.23
Sonny Weems,0.22,0.07,0.09,0.12,0.14,0.03,0.05,0.02,0.14,0.1,0.27,0.05,0.0,0.34,0.21,0.2
Spencer Dinwiddie,0.4,0.16,0.17,0.25,0.22,0.26,0.33,0.02,0.14,0.11,0.55,0.08,0.08,0.28,0.2,0.47
Spencer Hawes,0.32,0.1,0.1,0.24,0.22,0.11,0.13,0.05,0.28,0.24,0.29,0.06,0.23,0.24,0.23,0.34
Stanley Johnson,0.32,0.11,0.13,0.19,0.19,0.09,0.12,0.02,0.2,0.16,0.2,0.13,0.08,0.23,0.21,0.29
Stanton Kidd,0.21,0.0,0.05,0.0,0.13,0.0,0.0,0.0,0.32,0.21,0.15,0.0,0.0,0.52,0.48,0.0
Stephen Curry,0.56,0.4,0.32,0.31,0.24,0.26,0.29,0.02,0.19,0.15,0.53,0.15,0.04,0.36,0.15,0.74
Stephen Zimmerman,0.28,0.0,0.0,0.2,0.28,0.07,0.11,0.11,0.34,0.32,0.1,0.05,0.4,0.14,0.36,0.19
Sterling Brown,0.3,0.14,0.15,0.18,0.15,0.06,0.08,0.03,0.25,0.2,0.18,0.09,0.1,0.18,0.2,0.3
Steve Blake,0.24,0.15,0.15,0.09,0.09,0.03,0.03,0.01,0.12,0.09,0.57,0.07,0.04,0.33,0.16,0.23
Steve Novak,0.38,0.31,0.32,0.06,0.05,0.06,0.06,0.0,0.16,0.11,0.0,0.0,0.0,0.11,0.12,0.39
Steven Adams,0.27,0.0,0.0,0.37,0.27,0.12,0.22,0.13,0.23,0.28,0.13,0.1,0.25,0.2,0.19,0.36
Sviatoslav Mykhailiuk,0.32,0.25,0.22,0.09,0.1,0.08,0.11,0.02,0.1,0.08,0.25,0.1,0.04,0.19,0.14,0.34
TJ Leaf,0.33,0.06,0.08,0.31,0.26,0.07,0.12,0.08,0.22,0.23,0.1,0.07,0.17,0.09,0.18,0.35
TJ McConnell,0.27,0.02,0.03,0.28,0.24,0.04,0.06,0.02,0.17,0.13,0.63,0.17,0.06,0.3,0.15,0.27
TJ Warren,0.44,0.07,0.08,0.44,0.37,0.14,0.18,0.04,0.15,0.14,0.12,0.11,0.15,0.14,0.18,0.5
Tacko Fall,0.43,0.0,0.0,0.77,0.43,0.04,0.17,0.02,0.64,0.45,0.06,0.07,0.96,0.34,0.48,0.64
Tahjere McCall,0.38,0.0,0.12,0.56,0.25,0.0,0.25,0.0,0.19,0.12,0.0,0.0,0.0,0.0,0.56,0.45
Taj Gibson,0.3,0.01,0.01,0.36,0.29,0.12,0.16,0.09,0.23,0.25,0.12,0.07,0.21,0.17,0.21,0.35
Talen Horton-Tucker,0.37,0.15,0.16,0.28,0.21,0.04,0.11,0.02,0.09,0.09,0.21,0.29,0.1,0.3,0.28,0.38
Tarik Black,0.24,0.0,0.01,0.3,0.24,0.12,0.21,0.12,0.29,0.31,0.09,0.09,0.33,0.21,0.38,0.3
Tariq Owens,0.34,0.0,0.14,0.14,0.2,0.28,0.28,0.14,0.09,0.2,0.0,0.18,0.0,0.0,0.14,0.24
Taurean Prince,0.39,0.23,0.22,0.18,0.17,0.1,0.12,0.02,0.22,0.17,0.2,0.09,0.1,0.27,0.19,0.4
Taurean Waller-Prince,0.36,0.17,0.16,0.21,0.21,0.13,0.16,0.02,0.2,0.16,0.22,0.11,0.15,0.3,0.18,0.39
Tayshaun Prince,0.16,0.02,0.02,0.16,0.14,0.02,0.02,0.02,0.12,0.1,0.13,0.08,0.08,0.09,0.09,0.14
Terance Mann,0.22,0.06,0.06,0.18,0.16,0.09,0.16,0.02,0.19,0.15,0.42,0.1,0.08,0.18,0.28,0.25
Terence Davis,0.36,0.22,0.2,0.2,0.16,0.08,0.09,0.04,0.23,0.2,0.27,0.09,0.08,0.27,0.22,0.41
Terrance Ferguson,0.21,0.13,0.14,0.08,0.06,0.03,0.04,0.02,0.07,0.07,0.1,0.08,0.06,0.1,0.27,0.21
Terrence Jones,0.37,0.06,0.07,0.34,0.31,0.16,0.24,0.06,0.25,0.22,0.12,0.08,0.31,0.17,0.16,0.4
Terrence Ross,0.41,0.23,0.22,0.2,0.18,0.1,0.12,0.01,0.16,0.12,0.13,0.12,0.12,0.14,0.14,0.44
Terry Rozier,0.38,0.19,0.18,0.19,0.2,0.11,0.13,0.03,0.2,0.16,0.34,0.11,0.06,0.19,0.13,0.38
Thabo Sefolosha,0.24,0.09,0.09,0.18,0.15,0.07,0.1,0.03,0.24,0.19,0.16,0.17,0.15,0.14,0.15,0.27
Thaddeus Young,0.35,0.06,0.06,0.35,0.29,0.06,0.1,0.07,0.22,0.22,0.19,0.15,0.1,0.2,0.16,0.36
Thanasis Antetokounmpo,0.39,0.0,0.08,0.44,0.31,0.1,0.26,0.08,0.15,0.18,0.33,0.15,0.12,0.33,0.33,0.42
Theo Pinson,0.4,0.13,0.22,0.16,0.18,0.12,0.12,0.03,0.2,0.16,0.38,0.13,0.06,0.36,0.2,0.31
Thomas Bryant,0.35,0.07,0.07,0.41,0.28,0.14,0.19,0.08,0.32,0.29,0.2,0.06,0.33,0.18,0.2,0.46
Thomas Robinson,0.33,0.0,0.0,0.36,0.33,0.11,0.24,0.14,0.36,0.39,0.13,0.12,0.25,0.32,0.29,0.34
Thomas Welsh,0.36,0.26,0.18,0.28,0.15,0.06,0.12,0.0,0.18,0.12,0.44,0.0,0.0,0.12,0.21,0.44
Thon Maker,0.27,0.1,0.11,0.18,0.16,0.13,0.19,0.06,0.22,0.2,0.13,0.08,0.38,0.14,0.29,0.31
Tiago Splitter,0.28,0.0,0.01,0.32,0.27,0.15,0.17,0.08,0.2,0.21,0.15,0.1,0.15,0.19,0.27,0.34
Tibor Pleiss,0.31,0.0,0.03,0.3,0.28,0.06,0.06,0.07,0.18,0.18,0.09,0.04,0.23,0.41,0.53,0.27
Tim Duncan,0.29,0.0,0.0,0.31,0.29,0.12,0.17,0.08,0.32,0.29,0.31,0.09,0.4,0.23,0.18,0.31
Tim Frazier,0.25,0.08,0.08,0.18,0.18,0.11,0.14,0.03,0.15,0.13,0.65,0.12,0.04,0.3,0.23,0.26
Tim Hardaway,0.43,0.21,0.22,0.24,0.21,0.17,0.2,0.01,0.15,0.11,0.21,0.08,0.02,0.17,0.14,0.48
Tim Quarterman,0.35,0.17,0.16,0.23,0.18,0.04,0.12,0.04,0.21,0.18,0.35,0.06,0.31,0.57,0.18,0.33
Timofey Mozgov,0.28,0.0,0.01,0.34,0.27,0.12,0.15,0.09,0.24,0.25,0.08,0.05,0.25,0.26,0.28,0.33
Timothe Luwawu-Cabarrot,0.32,0.16,0.17,0.16,0.15,0.15,0.17,0.02,0.16,0.12,0.14,0.08,0.04,0.2,0.28,0.34
Tobias Harris,0.43,0.14,0.14,0.34,0.29,0.16,0.19,0.03,0.25,0.19,0.21,0.08,0.1,0.17,0.14,0.48
Tomas Satoransky,0.25,0.09,0.08,0.2,0.17,0.11,0.13,0.04,0.14,0.13,0.5,0.12,0.04,0.22,0.18,0.29
Toney Douglas,0.34,0.14,0.15,0.19,0.19,0.13,0.16,0.02,0.15,0.12,0.37,0.15,0.04,0.2,0.24,0.35
Tony Allen,0.31,0.02,0.03,0.3,0.28,0.1,0.15,0.08,0.18,0.19,0.13,0.18,0.08,0.21,0.24,0.31
